serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAEXVN7VT,2017-08-29T00:00:00.000,USC GALEN CENTER,96,A,1,ROUTINE INSPECTION,EE0000122,3400 S FIGUEROA ST,LOS ANGELES,FA0024368,CA,90089,OW0002904,ARAMARK HIGHER EDUCATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GALEN CENTER-STE PANTRY-E,ACTIVE,PR0035853
DAMOKWEY9,2016-09-19T00:00:00.000,PANDA WOK,90,A,1,ROUTINE INSPECTION,EE0000723,4016 W WASHINGTON BLVD #A,LOS ANGELES,FA0171966,CA,90018-1050,OW0179023,ZENHO INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA WOK,ACTIVE,PR0164455
DAOZJXJV0,2016-10-18T00:00:00.000,EL BURRITOPANZON,94,A,1,ROUTINE INSPECTION,EE0001006,2108 BEVERLY BLVD,LOS ANGELES,FA0061349,CA,90057,OW0002847,APOLINAR CRUZ ARAGON ET AL,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL BURRITOPANZON,ACTIVE,PR0013173
DAXKHW0UY,2016-04-07T00:00:00.000,NEUEHOUSE,98,A,1,ROUTINE INSPECTION,EE0000709,6121 SUNSET BLVD,LOS ANGELES,FA0180600,CA,90028,OW0185956,COLUMBIA SQUARE HOSPITALITY GR,RESTAURANT (61-150) SEATS LOW RISK,1636,"NEUEHOUSE -  STUDIO ""A"" BAR AT 1ST FLOOR",ACTIVE,PR0174396
DAPDPHPDN,2016-06-15T00:00:00.000,BAO DIM SUM HOUSE,92,A,1,ROUTINE INSPECTION,EE0000468,8256 BEVERLY BLVD,LOS ANGELES,FA0008173,CA,90048,OW0017621,"JIA HOSPITALITY KITCHEN, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,BAO DIM SUM HOUSE,ACTIVE,PR0027502
DAKVDLVE0,2016-05-04T00:00:00.000,PANADERIA-LA AUETZALTECA,90,A,1,ROUTINE INSPECTION,EE0000723,1610 W 6TH ST,LOS ANGELES,FA0068221,CA,90017,OW0023250,MANZANO MARIA JUANA,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANADERIA-LA AUETZALTECA,ACTIVE,PR0023415
DAWA80RCD,2016-07-22T00:00:00.000,COCO FRESH TEA & JUICE,82,B,1,ROUTINE INSPECTION,EE0000338,11301 W OLYMPIC BLVD STE 105,LOS ANGELES,FA0009454,CA,90064,OW0010786,EKE ENTERPRISE INC.,RESTAURANT (0-30) SEATS LOW RISK,1630,COCO FRESH TEA & JUICE,ACTIVE,PR0001209
DASEZOMI0,2016-01-05T00:00:00.000,KIKKA OF RALPHS #709,97,A,1,ROUTINE INSPECTION,EE0000144,11361 NATIONAL BLVD,LOS ANGELES,FA0177111,CA,90064,OW0017151,"ITO, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,KIKKA OF RALPHS #709,INACTIVE,PR0170066
DACMQTO2J,2017-05-24T00:00:00.000,BISTRO ON THE BOULEVARD,90,A,1,ROUTINE INSPECTION,EE0000531,3424 WILSHIRE BLVD,LOS ANGELES,FA0009821,CA,90010,OW0007785,"CHOI, KYONG C",RESTAURANT (31-60) SEATS HIGH RISK,1635,BISTRO ON THE BOULEVARD,INACTIVE,PR0004686
DAUYZVAOI,2017-08-16T00:00:00.000,BASIL CAFE,90,A,1,ROUTINE INSPECTION,EE0000659,6404 WILSHIRE BLVD STE #100,LOS ANGELES,FA0008331,CA,90048,OW0015391,"HERNANDEZ, CONSTANTINO F.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,BASIL CAFE,ACTIVE,PR0019984
DANCHPK03,2018-03-07T00:00:00.000,THE COFFEE BEAN & TEA LEAF #333,100,A,1,ROUTINE INSPECTION,EE0001075,11600 WILSHIRE BLVD # 199,LOS ANGELES,FA0167491,CA,90025,OW0017025,INTERNATIONAL COFFEE & TEA LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,THE COFFEE BEAN & TEA LEAF #333,ACTIVE,PR0157859
DA0ZHC6YO,2017-09-22T00:00:00.000,SPRING ST,92,A,1,ROUTINE INSPECTION,EE0000721,626 S SPRING ST STE B,LOS ANGELES,FA0033950,CA,90014,OW0035698,THE PLACE ON SPRING LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,SPRING ST,INACTIVE,PR0022273
DATW04N2Y,2016-01-19T00:00:00.000,MANUEL'S BURGERS,92,A,1,ROUTINE INSPECTION,EE0001073,254 E MANCHESTER AVE,LOS ANGELES,FA0159498,CA,90003,OW0124511,MANUEL VALASKANTZIS,RESTAURANT (31-60) SEATS HIGH RISK,1635,MANUEL'S BURGERS,ACTIVE,PR0147561
DAWGHMAD9,2018-02-21T00:00:00.000,HARRIS MARKET,98,A,1,ROUTINE INSPECTION,EE0000195,10624 JUNIPER ST,LOS ANGELES,FA0247736,CA,90002,OW0242275,MANUELA ZAMBRANO,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,HARRIS MARKET,ACTIVE,PR0196369
DA1PPFEGV,2018-05-17T00:00:00.000,HARRIS MARKET,97,A,1,ROUTINE INSPECTION,EE0000195,10624 JUNIPER ST,LOS ANGELES,FA0247736,CA,90002,OW0242275,MANUELA ZAMBRANO,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,HARRIS MARKET,ACTIVE,PR0196369
DA4O013WM,2016-07-27T00:00:00.000,LITTLE CAESARS,96,A,1,ROUTINE INSPECTION,EE0000874,2705 S WESTERN AVE,LOS ANGELES,FA0035343,CA,90018,OW0021931,"LITTLE CAESAR, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LITTLE CAESARS,ACTIVE,PR0001244
DAL4BWQRS,2017-03-28T00:00:00.000,LOS TAPATIOS RESTAURANT,94,A,1,ROUTINE INSPECTION,EE0000723,1451 W 3RD ST,LOS ANGELES,FA0065978,CA,90017,OW0028265,"PEREZ, LUIS",RESTAURANT (0-30) SEATS HIGH RISK,1632,LOS TAPATIOS RESTAURANT,ACTIVE,PR0023988
DALNFE2Y0,2016-07-05T00:00:00.000,BOBA TIME,96,A,1,ROUTINE INSPECTION,EE0000740,623 E 12TH ST,LOS ANGELES,FA0010272,CA,90015,OW0019424,ANNIE S KIM,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BOBA TIME,INACTIVE,PR0045506
DAKGAOT00,2017-08-09T00:00:00.000,EL BUEN SABOR,91,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000923,4306 N FIGUEROA ST # #8,LOS ANGELES,FA0012137,CA,90065,OW0024840,MONROY MARIA,RESTAURANT (31-60) SEATS HIGH RISK,1635,EL BUEN SABOR,INACTIVE,PR0015581
DA0WYCMMH,2017-07-19T00:00:00.000,KYOCHON CHICKEN,95,A,1,ROUTINE INSPECTION,EE0000869,3833 W 6TH ST,LOS ANGELES,FA0020369,CA,90020,OW0020184,"KYOCHON WEST, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,KYOCHON CHICKEN,ACTIVE,PR0013451
DAVN84TIM,2016-10-24T00:00:00.000,CHAMBADA,93,A,1,ROUTINE INSPECTION,EE0001003,201 N WESTERN AVE,LOS ANGELES,FA0240928,CA,90004,OW0236941,CHAMBADA INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHAMBADA,INACTIVE,PR0188987
DAHIS50VD,2018-02-05T00:00:00.000,NEKTER JUICE BAR,94,A,1,ROUTINE INSPECTION,EE0001048,10912 LINDBROOK DR,LOS ANGELES,FA0144275,CA,90024-3408,OW0025789,NEKTAR JUICE BAR INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,NEKTER JUICE BAR,ACTIVE,PR0130192
DACFC3ZTO,2017-01-12T00:00:00.000,HODORI RESTAURANT,84,B,1,ROUTINE INSPECTION,EE0000884,1001 S VERMONT AVE STE 102,LOS ANGELES,FA0027989,CA,90006,OW0003595,B&C YOON INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,HODORI RESTAURANT,ACTIVE,PR0044332
DAIVGQSFB,2016-06-24T00:00:00.000,MASTER CHEF,90,A,1,ROUTINE INSPECTION,EE0000740,937 N HILL ST,LOS ANGELES,FA0221749,CA,90012,OW0226754,PING ON VENTURES INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,MASTER CHEF,INACTIVE,PR0176750
DAHDGG0IK,2016-03-10T00:00:00.000,PLAZA GRILLE CAFE,90,A,1,ROUTINE INSPECTION,EE0000721,505 S FLOWER ST STE B043,LOS ANGELES,FA0028716,CA,90071,OW0017749,JK & JO CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,1632,PLAZA GRILLE CAFE,INACTIVE,PR0024566
DAPGXO0GG,2015-07-14T00:00:00.000,CAFE DAHAB,95,A,1,ROUTINE INSPECTION,EE0000684,1638 SAWTELLE BLVD,LOS ANGELES,FA0011925,CA,90025,OW0005098,"BOULES, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,CAFE DAHAB,ACTIVE,PR0005077
DA1IGD2SL,2015-09-23T00:00:00.000,GREEK KABOB INC.,92,A,1,ROUTINE INSPECTION,EE0000629,11911 W OLYMPIC BLVD,LOS ANGELES,FA0026656,CA,90064,OW0014035,GREEK KABOB INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,GREEK KABOB INC.,ACTIVE,PR0007746
DA2NJTMNO,2018-05-04T00:00:00.000,CHEESETELLA,95,A,1,ROUTINE INSPECTION,EE0000854,928 S WESTERN AVE # 123,LOS ANGELES,FA0245881,CA,90006,OW0240853,"IDEAL F&B USA, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHEESETELLA,ACTIVE,PR0194264
DAU5NGGE0,2017-01-09T00:00:00.000,KONY PIZZA,81,B,1,ROUTINE INSPECTION,EE0001048,1101 GAYLEY AVE,LOS ANGELES,FA0067726,CA,90024,OW0008054,"CHUNG, JOHN",RESTAURANT (61-150) SEATS HIGH RISK,1638,KONY PIZZA,ACTIVE,PR0039230
DAOX5QGDZ,2017-03-14T00:00:00.000,CUSTOM HOTEL - POOL BAR & STORAGE,97,A,1,ROUTINE INSPECTION,EE0000733,8639 LINCOLN BLVD,LOS ANGELES,FA0159289,CA,90045,OW0124236,"RAR, INC",RESTAURANT (0-30) SEATS LOW RISK,1630,CUSTOM HOTEL - POOL BAR & STORAGE,INACTIVE,PR0147352
DAP0BEVJ3,2016-03-31T00:00:00.000,BA,96,A,1,ROUTINE INSPECTION,EE0000746,5100 N YORK BLVD,LOS ANGELES,FA0004605,CA,90042,OW0003620,BA RESTAURANT LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,BA,INACTIVE,PR0040296
DAQYCUNYN,2016-05-12T00:00:00.000,TRIMANA,90,A,1,ROUTINE INSPECTION,EE0000733,9841 AIRPORT BLVD,LOS ANGELES,FA0053124,CA,90045,OW0007018,"CHANG, JAMES",RESTAURANT (0-30) SEATS MODERATE RISK,1631,TRIMANA,ACTIVE,PR0016237
DAYASDHZG,2017-07-06T00:00:00.000,WHOLE FOODS MARKET,93,A,1,ROUTINE INSPECTION,EE0000924,11737 SAN VICENTE BLVD,LOS ANGELES,FA0055171,CA,90049,OW0038850,"WHOLE FOODS MARKET, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,WHOLE FOODS MARKET,ACTIVE,PR0025151
DAZKODSUT,2016-04-12T00:00:00.000,MO MO SUSHI,95,A,1,ROUTINE INSPECTION,EE0000059,8500 W OLYMPIC BLVD E,LOS ANGELES,FA0025273,CA,90035,OW0039838,YOOJIN & MYLES CO,RESTAURANT (31-60) SEATS HIGH RISK,1635,MO MO SUSHI,INACTIVE,PR0009819
DA6OAGOAK,2018-07-26T00:00:00.000,JIN RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 310,LOS ANGELES,FA0031779,CA,90006,OW0019356,"KIM, KANG",RESTAURANT (0-30) SEATS HIGH RISK,1632,JIN RESTAURANT,ACTIVE,PR0027298
DAPZH6O22,2016-12-27T00:00:00.000,OUMI SUSHI @ SPROUTS,98,A,1,ROUTINE INSPECTION,EE0000727,8985 VENICE BLVD,LOS ANGELES,FA0240191,CA,90034,OW0022586,"LWIN FAMILY CO, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,OUMI SUSHI @ SPROUTS,ACTIVE,PR0188194
DAGYPCCP9,2018-03-06T00:00:00.000,CATHEDRAL HIGH SCH CAFETERIA,96,A,1,ROUTINE INSPECTION,EE0000198,1253 BISHOPS RD,LOS ANGELES,FA0150638,CA,90012-1453,OW0116365,"COCKROFT, JOE",RESTAURANT (0-30) SEATS HIGH RISK,1632,CATHEDRAL HIGH SCH CAFETERIA,ACTIVE,PR0135954
DAQOAPYP0,2016-08-25T00:00:00.000,PAPA JOHN'S PIZZA,98,A,1,ROUTINE INSPECTION,EE0000853,5962 W OLYMPIC BLVD,LOS ANGELES,FA0172077,CA,90036,OW0178844,"PJCA-2, LP",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PAPA JOHN'S PIZZA,ACTIVE,PR0164582
DADX8MKNQ,2017-01-17T00:00:00.000,CHESTER WASHINGTON GOLF,91,A,1,ROUTINE INSPECTION,EE0000224,1818 CHARLIE SIFFORD DR,LOS ANGELES,FA0059591,CA,90047,OW0002528,AMERICAN GOLF CORPORATION,RESTAURANT (31-60) SEATS HIGH RISK,1635,CHESTER WASHINGTON GOLF/CAFE,ACTIVE,PR0030511
DAENLV0LM,2015-10-14T00:00:00.000,RASPADOS ZACATECAS,91,A,1,ROUTINE INSPECTION,EE0001049,422 N FORD BLVD,LOS ANGELES,FA0030055,CA,90022,OW0009174,"CUEVAS, JOSEFA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,RASPADOS ZACATECAS,ACTIVE,PR0048369
DA03AM9H3,2017-05-09T00:00:00.000,SOUND NIGHTCLUB,90,A,1,ROUTINE INSPECTION,EE0000822,1642 LAS PALMAS AVE,LOS ANGELES,FA0136610,CA,90028,OW0099241,"1642 LAS PALMAS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,SOUND NIGHTCLUB,ACTIVE,PR0119830
DA7OSGSGI,2018-05-08T00:00:00.000,9TH STREET & PASTA,90,A,1,ROUTINE INSPECTION,EE0000740,227 E 9TH ST,LOS ANGELES,FA0176853,CA,90014,OW0182848,9th STREET PIZZA CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,1632,9TH STREET & PASTA,ACTIVE,PR0169771
DAJ48YZED,2018-02-22T00:00:00.000,PICO DONUT,97,A,1,ROUTINE INSPECTION,EE0000721,1565 W PICO BLVD,LOS ANGELES,FA0006528,CA,90015,OW0034957,"TAN,SAVATH",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PICO DONUT,ACTIVE,PR0012707
DAN7MSLNQ,2016-01-06T00:00:00.000,OASISTKOS,91,A,1,ROUTINE INSPECTION,EE0000006,2201 W 54TH ST,LOS ANGELES,FA0164863,CA,90043,OW0128172,FERNANDO HERNANDEZ,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,OASISTKOS,ACTIVE,PR0153146
DABDGTEOP,2018-06-05T00:00:00.000,CAFE AMANDINE,93,A,1,ROUTINE INSPECTION,EE0000366,2321 S HOOVER ST,LOS ANGELES,FA0247928,CA,90007,OW0242442,JP24 CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1630,CAFE AMANDINE,ACTIVE,PR0196572
DAUAPLRWE,2017-08-03T00:00:00.000,MCKAY'S,95,A,1,ROUTINE INSPECTION,EE0000117,3540 S FIGUEROA ST,LOS ANGELES,FA0024479,CA,90007,OW0102411,UNIV. OF SOUTHERN CALIFORNIA,RESTAURANT (151 + ) SEATS HIGH RISK,1641,MCKAY'S,ACTIVE,PR0019192
DAB0EMJYI,2016-01-27T00:00:00.000,PIZZA MAN #48,96,A,1,ROUTINE INSPECTION,EE0001006,509 S ALVARADO ST,LOS ANGELES,FA0044257,CA,90057,OW0039424,"YACHARN, SANGUANSAK",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA MAN #48,ACTIVE,PR0028637
DAG3LLMYX,2017-12-01T00:00:00.000,7- ELEVEN,95,A,1,ROUTINE INSPECTION,EE0000884,1463 W 3RD ST,LOS ANGELES,FA0175378,CA,90017,OW0181936,ALI'S ENT. INC .2,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,7- ELEVEN,ACTIVE,PR0168518
DA9PFD0EJ,2016-03-23T00:00:00.000,LITTLE CAESARS,94,A,1,ROUTINE INSPECTION,EE0000874,2705 S WESTERN AVE,LOS ANGELES,FA0035343,CA,90018,OW0021931,"LITTLE CAESAR, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LITTLE CAESARS,ACTIVE,PR0001244
DAEN0JMRF,2018-05-02T00:00:00.000,AMERICAN RANCH & SEAFOOD MKT OF LA,97,A,1,ROUTINE INSPECTION,EE0000893,1001 N VERMONT AVE,LOS ANGELES,FA0240482,CA,90029,OW0236565,PHILIPPINE MARKET CORP.,RESTAURANT (31-60) SEATS HIGH RISK,1635,AMERICAN RANCH & SEAFOOD MKT OF LA - RESTAURANT 2ND FLOOR,ACTIVE,PR0188515
DAOLUQRTB,2018-06-21T00:00:00.000,AMC CENTURY CITY 15 LEVEL 1,99,A,1,ROUTINE INSPECTION,EE0000015,10250 SANTA MONICA BLVD # 2000,LOS ANGELES,FA0006321,CA,90067,OW0002547,AMERICAN MULTI-CINEMA INC,RESTAURANT (0-30) SEATS LOW RISK,1630,AMC CENTURY CITY 15 LEVEL 3,ACTIVE,PR0003203
DAHKSCETK,2017-05-23T00:00:00.000,FLAMING PATTY'S,92,A,1,ROUTINE INSPECTION,EE0000828,720 N VINE ST,LOS ANGELES,FA0013707,CA,90038,OW0034447,"SUPATTANAKITTI, NARONE",RESTAURANT (0-30) SEATS HIGH RISK,1632,FLAMING PATTY'S,ACTIVE,PR0012409
DAD9XAL7N,2015-09-16T00:00:00.000,DUTY FREE,100,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY T19,LOS ANGELES,FA0137892,CA,90045,OW0009843,DFS GROUP LP,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,DUTY FREE STORE 861,ACTIVE,PR0122089
DADFQBWXM,2018-04-03T00:00:00.000,RIVERA'S MINI MARKET,92,A,1,ROUTINE INSPECTION,EE0000997,2621 WHITTIER BLVD,LOS ANGELES,FA0257335,CA,90023-1446,OW0249823,RIVERA GARCIA FRANCISCO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,RIVERA'S MINI MARKET,ACTIVE,PR0207213
DAW1N7OTI,2018-04-13T00:00:00.000,FRUIT AND COFFEE,90,A,1,ROUTINE INSPECTION,EE0000740,1000 MAPLE AVE # 6,LOS ANGELES,FA0158288,CA,90015,OW0123363,"VICENCIO, IRENE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FRUIT AND COFFEE,ACTIVE,PR0146369
DAAMBEPEM,2018-06-28T00:00:00.000,ART AND FISH,97,A,1,ROUTINE INSPECTION,EE0000366,564 MATEO ST,LOS ANGELES,FA0257048,CA,90013,OW0249623,"ART & FISH , LLC","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,ART AND FISH,ACTIVE,PR0206888
DADDD92GO,2015-08-11T00:00:00.000,ABC EXPRESS CHINESE FOOD,96,A,1,ROUTINE INSPECTION,EE0000366,1901 S ALAMEDA ST STE 102-B,LOS ANGELES,FA0172198,CA,90058,OW0179238,WEN HAN WU,RESTAURANT (0-30) SEATS HIGH RISK,1632,ABC EXPRESS CHINESE FOOD,ACTIVE,PR0164720
DANMYEU02,2016-05-25T00:00:00.000,LADY CHOCOLATT CAFE,92,A,1,ROUTINE INSPECTION,EE0001075,12008 WILSHIRE BLVD # 101,LOS ANGELES,FA0033985,CA,90025,OW0020553,LADY CHOCOLATT LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LADY CHOCOLATT CAFE,INACTIVE,PR0042486
DAQFYODTK,2018-06-06T00:00:00.000,CAFE DULCE,94,A,1,ROUTINE INSPECTION,EE0000360,134 S JAPANESE VILLAGE PLZ,LOS ANGELES,FA0011930,CA,90021,OW0010494,DULCE INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE DULCE,ACTIVE,PR0043188
DAWLFBVEW,2015-10-07T00:00:00.000,BORAN THAI RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000857,5401 HOLLYWOOD BLVD,LOS ANGELES,FA0159420,CA,90027,OW0124434,DAJDUMRONGWOOD JUSTIN L,RESTAURANT (0-30) SEATS HIGH RISK,1632,BORAN THAI RESTAURANT,ACTIVE,PR0147485
DAIIRUUBT,2016-09-06T00:00:00.000,CHANGO,95,A,1,ROUTINE INSPECTION,EE0000923,1559 ECHO PARK AVE,LOS ANGELES,FA0014292,CA,90026,OW0017774,JMARC ECHO PARK LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,CHANGO,ACTIVE,PR0045727
DAWGYOA2W,2015-07-13T00:00:00.000,LOTERIA GRILL AT FARMERS MAR,93,A,1,ROUTINE INSPECTION,EE0000468,6333 W 3RD ST STE 322,LOS ANGELES,FA0037285,CA,90036,OW0022307,LOTERIA GRILL 01 LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOTERIA GRILL AT FARMERS MAR,ACTIVE,PR0036585
DAOL0N9XK,2016-06-02T00:00:00.000,BOB'S CAFE,92,A,1,ROUTINE INSPECTION,EE0000946,3130 WILSHIRE BLVD STE #150,LOS ANGELES,FA0005965,CA,90010,OW0025409,MUSTAFA BOURHAN A,RESTAURANT (31-60) SEATS MODERATE RISK,1634,BOB'S CAFE,ACTIVE,PR0028818
DAVFAU0FO,2015-11-14T00:00:00.000,MELKAM ETHIOPIAN RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000723,3182 W PICO BLVD,LOS ANGELES,FA0137447,CA,90019,OW0100432,MELKAM INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,MELKAM ETHIOPIAN RESTAURANT,ACTIVE,PR0121480
DA89XJCDV,2017-04-07T00:00:00.000,SUBWAY #6816,96,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000338,2408 S BARRINGTON AVE,LOS ANGELES,FA0071193,CA,90064,OW0005591,C G INVESTMENTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #6816,ACTIVE,PR0028574
DADN6TZZU,2017-09-07T00:00:00.000,ROC,87,B,1,ROUTINE INSPECTION,EE0000375,2049 SAWTELLE BLVD,LOS ANGELES,FA0030832,CA,90025,OW0022400,"LSK INVESTMENTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,ROC,ACTIVE,PR0041146
DAM50ERHH,2015-10-16T00:00:00.000,COLE'S,94,A,1,ROUTINE INSPECTION,EE0000721,118 E 6TH ST,LOS ANGELES,FA0016165,CA,90014,OW0033795,SPIRITED VENTURES II INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,COLE'S,ACTIVE,PR0028879
DAJ5FV9PH,2015-07-29T00:00:00.000,VITO'S PIZZA,90,A,1,ROUTINE INSPECTION,EE0000726,846 N LA CIENEGA BLVD,LOS ANGELES,FA0040019,CA,90069,OW0010052,DIDONATO VITO,RESTAURANT (0-30) SEATS HIGH RISK,1632,VITO'S PIZZA,ACTIVE,PR0015003
DAG5WL2X0,2015-12-18T00:00:00.000,MAXWELL CAFE WAREHOUSE,94,A,1,ROUTINE INSPECTION,EE0000953,13329 W WASHINGTON BLVD,LOS ANGELES,FA0066599,CA,90066,OW0004557,BEVERLY CENTER NOVEL LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MAXWELL CAFE,ACTIVE,PR0016102
DARH0IQAI,2016-04-27T00:00:00.000,AMAY'S BAKERY & NOODLE CO IN,97,A,1,ROUTINE INSPECTION,EE0001058,618 NEW HIGH ST,LOS ANGELES,FA0005879,CA,90012,OW0002441,AMAY'S BAKER & NOODLE CO INC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,AMAY'S BAKERY & NOODLE CO IN,ACTIVE,PR0008452
DAYILSUGC,2016-09-29T00:00:00.000,NOAH'S NEW YORK BAGELS #2859,94,A,1,ROUTINE INSPECTION,EE0000727,8985 VENICE BLVD STE C2B,LOS ANGELES,FA0042538,CA,90034,OW0010776,EINSTEIN AND NOAH CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,NOAH'S NEW YORK BAGELS#2859,ACTIVE,PR0014396
DA8XFIP1Z,2017-01-31T00:00:00.000,SUBWAY #44286,98,A,1,ROUTINE INSPECTION,EE0000884,1101 S VERMONT AVE STE 112,LOS ANGELES,FA0045687,CA,90006,OW0020059,RAJ'S SUBS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #44286,ACTIVE,PR0035493
DADILCKUJ,2016-04-12T00:00:00.000,PHILLY'S PIZZA & GRILL #1,93,A,1,ROUTINE INSPECTION,EE0000059,8500 W OLYMPIC BLVD STE D,LOS ANGELES,FA0044466,CA,90035,OW0016438,"HOVANISIAN, PETROS",RESTAURANT (0-30) SEATS HIGH RISK,1632,PHILLY'S PIZZA & GRILL #1,ACTIVE,PR0045093
DAULRSINL,2017-01-13T00:00:00.000,100% MEXICANA,90,A,1,ROUTINE INSPECTION,EE0000594,3225 S CENTRAL AVE,LOS ANGELES,FA0001538,CA,90011,OW0025035,"MORALES, LUISA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,100% MEXICANA,ACTIVE,PR0014409
DAFKHZZ1A,2017-09-21T00:00:00.000,ROC,92,A,1,ROUTINE INSPECTION,EE0001014,12775 MILLENNIUM DR # 110,LOS ANGELES,FA0240075,CA,90094,OW0236241,"LSKENK INVESTMENTS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,ROC,ACTIVE,PR0188079
DAE8EJLH5,2016-05-18T00:00:00.000,SAVE A LOT #777,100,A,1,ROUTINE INSPECTION,EE0001064,7224 S VERMONT AVE,LOS ANGELES,FA0222990,CA,90044,OW0184822,"MORAN FOODS, LLC","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,SAVE A LOT - MEAT DEPT,INACTIVE,PR0178023
DAYZIS0FQ,2017-10-24T00:00:00.000,THE STOKING FRAME,94,A,1,ROUTINE INSPECTION,EE0000721,911 S HILL ST,LOS ANGELES,FA0245874,CA,90015,OW0240847,B-SIDE GROUP LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE STOKING FRAME,ACTIVE,PR0194260
DAR2QZM9X,2017-01-25T00:00:00.000,DURANS MARKET,95,A,1,ROUTINE INSPECTION,EE0000721,2228 S MAPLE AVE,LOS ANGELES,FA0019850,CA,90011,OW0006583,CAYETANO GREGORIO,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,DURANS MARKET,INACTIVE,PR0034190
DAR0GFEZ7,2018-04-11T00:00:00.000,EL POLO LOCO #5410,93,A,1,ROUTINE INSPECTION,EE0000699,3959 WILSHIRE BLVD STE A-1,LOS ANGELES,FA0021133,CA,90010,OW0010868,"EL POLLO LOCO, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,EL POLO LOCO #5410,ACTIVE,PR0004353
DALJE7YQY,2016-10-28T00:00:00.000,SAVE A LOT #777,99,A,1,ROUTINE INSPECTION,EE0001064,7224 S VERMONT AVE,LOS ANGELES,FA0222990,CA,90044,OW0184822,"MORAN FOODS, LLC","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,SAVE A LOT - MEAT DEPT,INACTIVE,PR0178023
